Rang,Réseau,Station,Trafic,Ville,Année
88,Métro,GLACIERE,4966081,Paris,2016
99,Métro,PORTE DE MONTREUIL,4647724,Paris,2016
98,Métro,MAIRIE DES LILAS,4656048,Les Lilas,2016
114,Métro,OBERKAMPF,4192585,Paris,2016
162,Métro,SAINT-PLACIDE,3281669,Paris,2016
165,Métro,BOUCICAUT,3172612,Paris,2016
146,Métro,CHEVALERET,3550425,Paris,2016
171,Métro,MAIRIE D'IVRY,3102623,Ivry,2016
212,Métro,VILLEJUIF-LEO LAGRANGE,2529256,Villejuif,2016
230,Métro,VILLEJUIF-PAUL VAILLANT-COUTURIER,2297351,Villejuif,2016
263,Métro,RASPAIL,1773665,Paris,2016
266,Métro,SAINT-FRANCOIS-XAVIER,1725103,Paris,2016
285,Métro,CAMPO-FORMIO,1281234,Paris,2016
55,RER,SAINT-REMY-LES-CHEVREUSE,974338,St-Rémy-Lès-Chevreuse,2016
50,Métro,CRIMEE,6175537,Paris,2016
65,Métro,CONCORDE,5847907,Paris,2016
161,Métro,CADET,3289639,Paris,2016
233,Métro,SAINT-MARCEL,2260458,Paris,2016
276,Métro,SULLY-MORLAND,1513782,Paris,2016
5,RER,NANTERRE-PREFECTURE,22934672,Nanterre,2016
18,RER,MARNE-LA-VALLEE-CHESSY,5157016,Montévrain,2016
29,RER,SAINT-MAUR-CRETEIL,3564563,Saint-Maur des Fossés,2016
28,RER,NANTERRE-VILLE,3609052,Nanterre,2016
57,RER,PALAISEAU-VILLEBON,923579,Palaiseau,2016
66,RER,LA HACQUINIERE,451954,Bures sur Yvette,2016
69,Métro,CHATEAU DE VINCENNES,5581700,Vincennes,2016
74,Métro,PORTE DE SAINT-CLOUD,5311324,Paris,2016
93,Métro,BASILIQUE DE SAINT-DENIS,4857996,Saint Denis,2016
103,Métro,PEREIRE,4547754,Paris,2016
107,Métro,LAUMIERE,4311908,Paris,2016
222,Métro,RANELAGH,2380218,Paris,2016
223,Métro,LOUVRE,2366043,Paris,2016
248,Métro,MAISON BLANCHE,2085927,Paris,2016
269,Métro,SAINT-SEBASTIEN-FROISSART,1688254,Paris,2016
286,Métro,TEMPLE,1270793,Paris,2016
11,RER,CITE UNIVERSITAIRE,6911244,Paris,2016
34,RER,LA CROIX DE BERNY,3158806,Antony,2016
35,RER,BUSSY-SAINT-GEORGES,2987714,Bussy-Saint-Georges,2016
50,RER,LES BACONNETS,1806210,Antony,2016
59,RER,GIF-SUR-YVETTE,766786,Gif sur Yvette,2016
63,RER,MASSY-VERRIERES,611015,Massy,2016
10,Métro,CHATELET,13466536,Paris,2016
32,Métro,SAINT-MICHEL,7562865,Paris,2016
43,Métro,CHAUSSEE D'ANTIN-LA FAYETTE,6945565,Paris,2016
29,Métro,MARCADET-POISSONNIERS,7963672,Paris,2016
62,Métro,GALLIENI,5884810,Bagnolet,2016
67,Métro,LES SABLONS,5740806,Neuilly Sur Seine,2016
95,Métro,BONNE NOUVELLE,4786149,Paris,2016
96,Métro,COLONEL FABIEN,4706560,Paris,2016
97,Métro,DENFERT-ROCHEREAU,4701323,Paris,2016
132,Métro,VICTOR HUGO,3802054,Paris,2016
196,Métro,PORTE DOREE,2760380,Paris,2016
229,Métro,LE PELETIER,2304258,Paris,2016
242,Métro,PORTE DE CHARENTON,2151353,Paris,2016
249,Métro,NOTRE-DAME-DES-CHAMPS,2074698,Paris,2016
300,Métro,BUTTES-CHAUMONT,521634,Paris,2016
4,RER,CHATELET-LES HALLES-RER,26356131,Paris,2016
9,RER,NOISY-LE-GRAND-MONT D'EST,7862183,Noisy-le-Grand,2016
21,RER,NANTERRE-UNIVERSITE,4501642,Nanterre,2016
11,Métro,CHATELET,12829472,Paris,2017
10,Métro,BASTILLE,13239442,Paris,2017
123,Métro,ARTS ET METIERS,4026218,Paris,2017
151,Métro,POISSONNIERE,3529368,Paris,2017
108,Métro,LE KREMLIN-BICETRE,4368647,Kremlin-Bicêtre,2017
60,Métro,COUR SAINT-EMILION,6022116,Paris,2017
106,Métro,JULES JOFFRIN,4416975,Paris,2017
65,Métro,GALLIENI,5863396,Bagnolet,2017
182,Métro,NOTRE-DAME-DE-LORETTE,2989683,Paris,2017
204,Métro,MALESHERBES,2633146,Paris,2017
175,Métro,SIMPLON,3083837,Paris,2017
239,Métro,MAUBERT-MUTUALITE,2204329,Paris,2017
228,Métro,PORTE D'ITALIE,2347785,Paris,2017
249,Métro,SOLFERINO,2058280,Paris,2017
222,Métro,CRETEIL-L'ECHAT,2397399,Créteil,2017
293,Métro,BOTZARIS,964240,Paris,2017
18,RER,NEUILLY-PLAISANCE,5551528,Neuilly-sur-Seine,2017
14,RER,ANTONY,6331718,Antony,2017
271,Métro,SAINT-SEBASTIEN-FROISSART,1661453,Paris,2017
291,Métro,ASSEMBLEE NATIONALE,1030686,Paris,2017
258,Métro,MABILLON,1853355,Paris,2017
270,Métro,MONCEAU,1698260,Paris,2017
60,RER,BURES-SUR-YVETTE,742330,Bures sur Yvette,2017
47,RER,LE VESINET-LE PECQ,2135170,Le Vésinet,2017
2,Métro,SAINT-LAZARE,47137968,Paris,2017
71,Métro,CONVENTION,5460496,Paris,2017
73,Métro,SEVRES-BABYLONE,5321593,Paris,2017
75,Métro,RICHELIEU-DROUOT,5307462,Paris,2017
223,Métro,LOUIS BLANC,2393010,Paris,2017
244,Métro,NOTRE-DAME-DES-CHAMPS,2150136,Paris,2017
45,RER,LE PARC DE SAINT-MAUR,2206034,Saint-Maur des Fossés,2017
66,RER,LA HACQUINIERE,467914,Bures sur Yvette,2017
37,RER,NOGENT-SUR-MARNE,2693622,Nogent-sur-Marne,2017
41,RER,SUCY-BONNEUIL,2380266,Sucy-en-Brie,2017
8,RER,CHARLES DE GAULLE-ETOILE-RER,8640591,Paris,2017
295,Métro,SAINT-FARGEAU,715468,Paris,2017
140,Métro,ALEXANDRE DUMAS,3676620,Paris,2017
125,Métro,BLANCHE,3997296,Paris,2017
122,Métro,OURCQ,4037796,Paris,2017
12,Métro,HOTEL DE VILLE,11777638,Paris,2017
7,Métro,BIBLIOTHEQUE,18129727,Paris,2017
19,Métro,ESPLANADE DE LA DEFENSE,10148031,Puteaux,2017
104,Métro,JUSSIEU,4476394,Paris,2017
128,Métro,PASSY,3942219,Paris,2017
301,Métro,PRE-SAINT-GERVAIS,367131,Paris,2017
283,Métro,CHEMIN VERT,1415141,Paris,2017
284,Métro,PICPUS,1352984,Paris,2017
9,RER,NOISY-LE-GRAND-MONT D'EST,8113352,Noisy-le-Grand,2017
6,RER,VAL DE FONTENAY,14444715,Fontenay-sous-Bois,2017
163,Métro,ETIENNE MARCEL,3297216,Paris,2017
147,Métro,VAUGIRARD,3597913,Paris,2017
144,Métro,TERNES,3613687,Paris,2017
142,Métro,LOUISE MICHEL,3626552,Levallois-Perret,2017
164,Métro,BILLANCOURT,3248451,Boulogne Billancourt,2017
281,Métro,AVENUE EMILE ZOLA,1471634,Paris,2017
274,Métro,MOUTON-DUVERNET,1589981,Paris,2017
264,Métro,CHATEAU-LANDON,1756811,Paris,2017
273,Métro,PONT MARIE,1620243,Paris,2017
263,Métro,MAISONS-ALFORT-STADE,1777237,Maisons -Alfort,2017
262,Métro,TRINITE-D'ESTIENNE D'ORVES,1802492,Paris,2017
202,Métro,PORTE DOREE,2715367,Paris,2017
221,Métro,RIQUET,2401771,Paris,2017
171,Métro,MAIRIE D'IVRY,3145774,Ivry,2017
54,RER,PALAISEAU,1067028,Palaiseau,2017
33,Métro,HAVRE-CAUMARTIN,7492542,Paris,2017
87,Métro,VOLTAIRE,4963540,Paris,2017
30,RER,SAINT-MAUR-CRETEIL,3594971,Saint-Maur des Fossés,2017
22,Métro,PLACE CLICHY,9019721,Paris,2017
23,Métro,TROCADERO,8879431,Paris,2017
95,Métro,COLONEL FABIEN,4752228,Paris,2017
56,Métro,GEORGE V,6184000,Paris,2017
102,Métro,REAUMUR-SEBASTOPOL,4523360,Paris,2017
173,Métro,RUE DE LA POMPE,3121397,Paris,2017
201,Métro,DUGOMMIER,2764845,Paris,2017
183,Métro,COURONNES,2977750,Paris,2017
59,RER,GIF-SUR-YVETTE,794488,Gif sur Yvette,2017
50,RER,LES BACONNETS,1842189,Antony,2017
256,Métro,AVRON,1960775,Paris,2017
240,Métro,CITE,2191363,Paris,2017
236,Métro,MAISONS-ALFORT-LES JUILLIOTTES,2269171,Maisons -Alfort,2017
210,Métro,VAVIN,2572831,Paris,2017
192,Métro,PORTE DE CHOISY,2853091,Paris,2017
72,Métro,BALARD,5353471,Paris,2017
81,Métro,PONT DE SEVRES,5185440,Boulogne Billancourt,2017
155,Métro,PORTE DE CHAMPERRET,3450481,Paris,2017
45,Métro,GAMBETTA,7052652,Paris,2017
279,Métro,PONT NEUF,1545258,Paris,2017
8,Métro,LES HALLES,16107112,Paris,2017
298,Métro,DANUBE,595883,Paris,2017
42,Métro,MAIRIE DE CLICHY,7107063,Clichy,2017
39,Métro,OLYMPIADES,7240711,Paris,2017
146,Métro,CRETEIL-UNIVERSITE,3605792,Créteil,2017
35,Métro,AUBERVILLIERS-PANTIN-QUATRE CHEMINS,7428167,Aubervilliers,2017
74,Métro,DAUMESNIL,5313490,Paris,2017
48,Métro,MAIRIE DE MONTROUGE,6786852,Montrouge,2017
77,Métro,GABRIEL PERI,5264003,Asnières,2017
176,Métro,PLACE DES FETES,3083242,Paris,2017
1,RER,GARE DU NORD-RER,47465765,Paris,2017
254,Métro,QUATRE-SEPTEMBRE,1981596,Paris,2017
275,Métro,SULLY-MORLAND,1580307,Paris,2017
253,Métro,MALAKOFF-RUE ETIENNE DOLET,1986235,Malakoff,2017
63,RER,COURCELLE-SUR-YVETTE,633858,Gif sur Yvette,2017
93,Métro,PERE LACHAISE,4837320,Paris,2017
113,Métro,ECOLE MILITAIRE,4285851,Paris,2017
100,Métro,GUY MOQUET,4646625,Paris,2017
250,Métro,RICHARD LENOIR,2006551,Paris,2017
220,Métro,LE PELETIER,2413692,Paris,2017
224,Métro,RANELAGH,2387545,Paris,2017
32,RER,PORT ROYAL,3514722,Paris,2017
55,RER,SAINT-REMY-LES-CHEVREUSE,1012303,St-Rémy-Lès-Chevreuse,2017
62,RER,SCEAUX,706053,sceaux,2017
195,Métro,PORTE DE LA CHAPELLE,2839635,Paris,2017
167,Métro,CAMBRONNE,3191686,Paris,2017
197,Métro,CORVISART,2816073,Paris,2017
152,Métro,CHEVALERET,3522575,Paris,2017
137,Métro,ANATOLE FRANCE,3765962,Levallois-Perret,2017
24,Métro,PORTE MAILLOT,8774568,Paris,2017
101,Métro,DENFERT-ROCHEREAU,4536263,Paris,2017
111,Métro,PORTE DE CLICHY,4305225,Paris,2017
145,Métro,SENTIER,3610996,Paris,2017
276,Métro,SEGUR,1576059,Paris,2017
57,RER,LE GUICHET,956271,Orsay,2017
62,Métro,MARCEL SEMBAT,5952749,Boulogne Billancourt,2017
76,Métro,PYRAMIDES,5281930,Paris,2017
94,Métro,PORTE DE VANVES,4768377,Paris,2017
44,RER,BRY-SUR-MARNE,2235493,Bry-sur-Marne,2017
42,RER,CHATOU-CROISSY,2329986,Chatou,2017
29,RER,LAPLACE,3718673,Arcueil,2017
4,Métro,MONTPARNASSE-BIENVENUE,28953720,Paris,2017
16,Métro,OPERA,11022100,Paris,2017
29,Métro,MARCADET-POISSONNIERS,7973129,Paris,2017
55,Métro,MIROMESNIL,6190720,Paris,2017
154,Métro,CENSIER-DAUBENTON,3496111,Paris,2017
109,Métro,MENILMONTANT,4331355,Paris,2017
117,Métro,ALMA-MARCEAU,4247823,Paris,2017
157,Métro,BROCHANT,3417248,Paris,2017
216,Métro,WAGRAM,2530119,Paris,2017
190,Métro,CRETEIL-POINTE DU LAC,2867922,Créteil,2017
27,RER,NANTERRE-VILLE,3873868,Nanterre,2017
64,RER,MASSY-VERRIERES,633536,Massy,2017
30,Métro,LA MOTTE-PICQUET-GRENELLE,7971520,Paris,2017
186,Métro,SAINT-PHILIPPE-DU-ROULE,2937242,Paris,2017
188,Métro,SAINT-AMBROISE,2891169,Paris,2017
10,RER,CITE UNIVERSITAIRE,7365818,Paris,2017
25,RER,TORCY,4236462,Torcy,2017
68,Métro,PIGALLE,5786015,Paris,2017
166,Métro,PARMENTIER,3219039,Paris,2017
119,Métro,CHARONNE,4051696,Paris,2017
141,Métro,MALAKOFF-PLATEAU DE VANVES,3659183,Malakoff,2017
121,Métro,FORT D'AUBERVILLIERS,4039188,Aubervilliers,2017
265,Métro,RASPAIL,1743588,Paris,2017
294,Métro,FALGUIERE,889118,Paris,2017
277,Métro,EUROPE,1550969,Paris,2017
44,Métro,PONT DE NEUILLY,7061761,Neuilly Sur Seine,2017
53,RER,FONTENAY-AUX-ROSES,1114639,Fontenay aux roses,2017
112,Métro,PORTE DE BAGNOLET,4293544,Paris,2017
150,Métro,LES GOBELINS,3532761,Paris,2017
153,Métro,JOURDAIN,3512790,Paris,2017
107,Métro,OBERKAMPF,4402589,Paris,2017
90,Métro,SAINT-DENIS-UNIVERSITE,4858033,Saint Denis,2017
99,Métro,ROBESPIERRE,4661231,Montreuil,2017
212,Métro,RUE DES BOULETS,2564140,Paris,2017
211,Métro,TUILERIES,2565447,Paris,2017
1,Métro,GARE DU NORD,50860744,Paris,2017
207,Métro,CARREFOUR PLEYEL,2619238,Saint Denis,2017
156,Métro,BOURSE,3439709,Paris,2017
230,Métro,EDGAR QUINET,2321264,Paris,2017
59,Métro,ANVERS,6032609,Paris,2017
15,RER,AUBER,5923269,Paris,2017
91,Métro,BASILIQUE DE SAINT-DENIS,4839973,Saint Denis,2017
39,RER,BOISSY-SAINT-LEGER,2597193,Boissy-Saint-Léger,2017
178,Métro,GAITE,3035526,Paris,2017
13,RER,RUEIL-MALMAISON,6436183,Rueil-Malmaison,2017
233,Métro,BEL AIR,2298213,Paris,2017
280,Métro,RENNES,1489805,Paris,2017
272,Métro,CARDINAL LEMOINE,1659755,Paris,2017
25,Métro,NATION,8718463,Paris,2017
6,Métro,REPUBLIQUE,18187603,Paris,2017
9,Métro,LA DEFENSE,15329402,Puteaux,2017
3,Métro,GARE DE LYON,37302438,Paris,2017
92,Métro,BONNE NOUVELLE,4839769,Paris,2017
5,Métro,GARE DE L'EST,21299902,Paris,2017
110,Métro,GLACIERE,4315500,Paris,2017
14,Métro,PLACE D'ITALIE,11525905,Paris,2017
85,Métro,ALESIA,5072500,Paris,2017
41,Métro,GRANDS BOULEVARDS,7141016,Paris,2017
61,RER,FONTAINE-MICHALON,737338,Antony,2017
50,Métro,INVALIDES,6537098,Paris,2017
196,Métro,JAVEL-ANDRE CITROEN,2822682,Paris,2017
34,Métro,SAINT-MICHEL,7469900,Paris,2017
169,Métro,FAIDHERBE-CHALIGNY,3150625,Paris,2017
79,Métro,CROIX DE CHAVAUX,5221205,Montreuil,2017
159,Métro,FUNICULAIRE,3340170,Paris,2017
56,RER,PALAISEAU-VILLEBON,958637,Palaiseau,2017
200,Métro,FRONT POPULAIRE,2770958,Saint Denis / Aubervilliers,2017
177,Métro,CHARENTON-ECOLES,3067681,Charenton,2017
302,Métro,PELLEPORT,361581,Paris,2017
214,Métro,LIBERTE,2562237,Charenton,2017
299,Métro,BOLIVAR,552896,Paris,2017
261,Métro,PHILIPPE AUGUSTE,1817987,Paris,2017
288,Métro,TEMPLE,1270319,Paris,2017
3,RER,LA DEFENSE-RER,30980489,Puteaux,2017
24,RER,BOURG-LA-REINE,4469488,Bourg la Reine,2017
132,Métro,SAINT-PLACIDE,3905148,Paris,2017
130,Métro,CHATEAU D'EAU,3929898,Paris,2017
32,Métro,MAIRIE DE MONTREUIL,7715647,Montreuil,2017
158,Métro,TOLBIAC,3364093,Paris,2017
105,Métro,LAUMIERE,4445721,Paris,2017
149,Métro,CORENTIN CELTON,3569856,Issy Les Moulineaux,2017
126,Métro,DUPLEIX,3978871,Paris,2017
15,Métro,BARBES-ROCHECHOUART,11219335,Paris,2017
127,Métro,LES COURTILLES,3968367,Asnières sur Seine,2017
27,Métro,PORTE DE CLIGNANCOURT,8256129,Paris,2017
12,RER,VINCENNES,7021456,Vincennes,2017
129,Métro,PORTE DES LILAS,3931994,Paris,2017
139,Métro,MARX DORMOY,3717402,Paris,2017
103,Métro,SAINT-GERMAIN DES PRES,4500669,Paris,2017
268,Métro,SAINT-FRANCOIS-XAVIER,1726254,Paris,2017
300,Métro,BUTTES-CHAUMONT,542357,Paris,2017
238,Métro,PORTE DE CHARENTON,2222987,Paris,2017
297,Métro,PORTE D'AUTEUIL,651903,Paris,2017
181,Métro,PORTE DAUPHINE,2991166,Paris,2017
135,Métro,LEDRU-ROLLIN,3856297,Paris,2017
245,Métro,BOISSIERE,2141539,Paris,2017
162,Métro,BOUCICAUT,3318843,Paris,2017
57,Métro,LES SABLONS,6098028,Neuilly Sur Seine,2017
267,Métro,FILLES DU CALVAIRE,1730620,Paris,2017
82,Métro,PONT DE LEVALLOIS-BECON,5133998,Levallois-Perret,2017
282,Métro,VARENNE,1434206,Paris,2017
97,Métro,MAIRIE DES LILAS,4726057,Les Lilas,2017
266,Métro,LIEGE,1738577,Paris,2017
84,Métro,CRETEIL-PREFECTURE,5113576,Créteil,2017
170,Métro,BERAULT,3149273,Vincennes,2017
83,Métro,HOCHE,5128138,Pantin,2017
49,RER,LA VARENNE-CHENNEVIERES,1927735,saint-Maur des Fossés,2017
38,RER,FONTENAY-SOUS-BOIS,2631770,Fontenay-sous-Bois,2017
58,RER,LOZERE,846036,Palaiseau,2017
33,RER,CHAMPIGNY,3467855,Saint-Maur des Fossés,2017
51,Métro,CONCORDE,6312926,Paris,2017
28,RER,JOINVILLE-LE-PONT,3859220,Joinville-le-Pont,2017
58,Métro,VILLIERS,6095197,Paris,2017
34,RER,LA CROIX DE BERNY,3178607,Antony,2017
86,Métro,PASTEUR,5030023,Paris,2017
21,RER,VAL D'EUROPE,4649606,Serris,2017
98,Métro,PEREIRE,4691021,Paris,2017
26,Métro,CHARLES DE GAULLE-ETOILE,8530182,Paris,2017
89,Métro,CHARLES MICHELS,4886832,Paris,2017
66,Métro,REUILLY-DIDEROT,5845034,Paris,2017
124,Métro,LA MUETTE,4016508,Paris,2017
114,Métro,MAIRIE DE SAINT-OUEN,4283641,Saint Ouen,2017
136,Métro,BOULOGNE-JEAN JAURES,3809380,Boulogne Billancourt,2017
4,RER,CHATELET-LES HALLES-RER,30156193,Paris,2017
115,Métro,SAINT-DENIS-PORTE DE PARIS,4262669,Saint Denis,2017
296,Métro,CHARDON-LAGACHE,660183,Paris,2017
289,Métro,QUAI DE LA RAPEE,1242700,Paris,2017
237,Métro,SAINT-MARCEL,2230692,Paris,2017
259,Métro,SAINT-SULPICE,1830503,Paris,2017
292,Métro,VANEAU,997620,Paris,2017
241,Métro,ABBESSES,2188257,Paris,2017
203,Métro,BOBIGNY-PANTIN-RAYMOND QUENEAU,2647208,Pantin,2017
225,Métro,SEVRES-LECOURBE,2382490,Paris,2017
16,RER,MARNE-LA-VALLEE-CHESSY,5851461,Montévrain,2017
172,Métro,PYRENEES,3134664,Paris,2017
11,RER,SAINT-MICHEL-NOTRE-DAME,7051095,Paris,2017
218,Métro,IENA,2445767,Paris,2017
21,Métro,GARE D'AUSTERLITZ,9674901,Paris,2017
23,RER,NANTERRE-UNIVERSITE,4506687,Nanterre,2017
248,Métro,EXELMANS,2072581,Paris,2017
40,RER,ORSAY-VILLE,2512143,Orsay,2017
232,Métro,CLUNY LA SORBONNE,2306916,Paris,2017
20,Métro,PALAIS-ROYAL,10024410,Paris,2017
208,Métro,JACQUES BONSERGENT,2599072,Paris,2017
252,Métro,MICHEL BIZOT,1994388,Paris,2017
213,Métro,VILLEJUIF-LEO LAGRANGE,2563169,Villejuif,2017
257,Métro,PORTE D'IVRY,1932132,Paris,2017
187,Métro,COMMERCE,2933922,Paris,2017
206,Métro,CHATEAU ROUGE,2623832,Paris,2017
48,RER,ROBINSON,2072910,Sceaux,2017
209,Métro,NATIONALE,2589861,Paris,2017
67,Métro,PORTE DE VERSAILLES,5827374,Paris,2017
219,Métro,LOURMEL,2420654,Paris,2017
78,Métro,PORTE DE PANTIN,5226446,Paris,2017
215,Métro,LOUVRE,2558502,Paris,2017
116,Métro,MAIRIE D'ISSY,4251210,Issy Les Moulineaux,2017
191,Métro,CORENTIN CARIOU,2866103,Paris,2017
131,Métro,PORTE DE LA VILLETTE,3909021,Paris,2017
194,Métro,LA FOURCHE,2839680,Paris,2017
165,Métro,PERNETY,3240020,Paris,2017
26,RER,NATION-RER,4212309,Paris,2017
161,Métro,CADET,3322334,Paris,2017
46,RER,GENTILLY,2146180,Gentilly,2017
269,Métro,MONTGALLET,1710400,Paris,2017
43,RER,BAGNEUX,2313791,Cachan,2017
278,Métro,PIERRE CURIE,1547803,Ivry,2017
69,Métro,ODEON,5771522,Paris,2017
80,Métro,PORTE DE SAINT-CLOUD,5196965,Paris,2017
179,Métro,GONCOURT,3003253,Paris,2017
287,Métro,SAINT-GEORGES,1274798,Paris,2017
52,Métro,SAINT-PAUL,6293063,Paris,2017
61,Métro,CRIMEE,5999504,Paris,2017
53,Métro,SAINT-MANDE-TOURELLE,6234125,Saint Mandé,2017
31,Métro,BOBIGNY-PABLO PICASSO,7904705,Bobigny,2017
40,Métro,STALINGRAD,7226584,Paris,2017
43,Métro,MADELEINE,7089433,Paris,2017
28,Métro,BIR-HAKEIM,8172283,Paris,2017
148,Métro,DUROC,3584770,Paris,2017
174,Métro,QUAI DE LA GARE,3114195,Paris,2017
205,Métro,COURCELLES,2626896,Paris,2017
185,Métro,ARGENTINE,2950929,Paris,2017
231,Métro,LES AGNETTES,2308871,Asnières sur Seine,2017
303,Métro,EGLISE D'AUTEUIL,177017,Paris,2017
22,RER,SAINT-GERMAIN-EN-LAYE,4545802,Saint-Germain-en-Laye,2017
35,RER,BUSSY-SAINT-GEORGES,3155213,Bussy-Saint-Georges,2017
260,Métro,FELIX FAURE,1829591,Paris,2017
13,Métro,BELLEVILLE,11595446,Paris,2017
63,Métro,BERCY,5909077,Paris,2017
46,Métro,VILLEJUIF-LOUIS ARAGON,6931264,Villejuif,2017
120,Métro,RAMBUTEAU,4047914,Paris,2017
243,Métro,MICHEL-ANGE-AUTEUIL,2162365,Paris,2017
255,Métro,MAISON BLANCHE,1961665,Paris,2017
217,Métro,SAINT-JACQUES,2484204,Paris,2017
227,Métro,RUE DU BAC,2370918,Paris,2017
247,Métro,JASMIN,2076285,Paris,2017
31,RER,ARCUEIL-CACHAN,3550212,Arcueil,2017
168,Métro,BOULOGNE-PONT DE SAINT-CLOUD,3189981,Boulogne Billancourt,2017
17,RER,LUXEMBOURG,5805371,Paris,2017
7,RER,MASSY-PALAISEAU,9145481,Massy,2017
133,Métro,VICTOR HUGO,3877660,Paris,2017
18,Métro,STRASBOURG-SAINT-DENIS,10601066,Paris,2017
134,Métro,EGLISE DE PANTIN,3876643,Pantin,2017
2,RER,GARE DE LYON-RER,39505911,Paris,2017
290,Métro,KLEBER,1239886,Paris,2017
138,Métro,PORTE DE SAINT-OUEN,3736385,Paris,2017
234,Métro,VOLONTAIRES,2294691,Paris,2017
226,Métro,TELEGRAPHE,2381268,Paris,2017
52,RER,LE VESINET-CENTRE,1301615,Le Vésinet,2017
49,Métro,PORTE D'ORLEANS,6702371,Paris,2017
47,Métro,LA CHAPELLE,6841948,Paris,2017
64,Métro,LA COURNEUVE-8 MAI 1945,5870527,La Courneuve,2017
70,Métro,CHATEAU DE VINCENNES,5539169,Vincennes,2017
36,Métro,CHATILLON-MONTROUGE,7349354,Chatillon,2017
96,Métro,PORTE DE MONTREUIL,4731789,Paris,2017
20,RER,NOISY-CHAMPS,5300935,Champs-sur-Marne,2017
17,Métro,FRANKLIN D. ROOSEVELT,10699637,Paris,2017
54,Métro,JAURES,6226202,Paris,2017
143,Métro,GARIBALDI,3625630,Saint Ouen,2017
286,Métro,CAMPO-FORMIO,1297695,Paris,2017
285,Métro,MIRABEAU,1346258,Paris,2017
5,RER,NANTERRE-PREFECTURE,23598469,Nanterre,2017
193,Métro,SAINT-AUGUSTIN,2840829,Paris,2017
19,RER,DENFERT-ROCHEREAU-RER,5391797,Paris,2017
51,RER,LOGNES,1634461,Lognes,2017
242,Métro,MICHEL-ANGE-MOLITOR,2170808,Paris,2017
246,Métro,LA TOUR-MAUBOURG,2136370,Paris,2017
235,Métro,BREGUET-SABIN,2273253,Paris,2017
251,Métro,BUZENVAL,1994753,Paris,2017
199,Métro,MARAICHERS,2778097,Paris,2017
229,Métro,VILLEJUIF-PAUL VAILLANT-COUTURIER,2334437,Villejuif,2017
184,Métro,LAMARCK-CAULAINCOURT,2968479,Paris,2017
180,Métro,PLACE MONGE,3001848,Paris,2017
198,Métro,SAINT-MAUR,2783668,Paris,2017
189,Métro,ROME,2882323,Paris,2017
36,RER,NOISIEL,2782565,Noisiel,2017
118,Métro,CHAMPS-ELYSEES-CLEMENCEAU,4139250,Paris,2017
88,Métro,PLAISANCE,4952901,Paris,2017
160,Métro,ECOLE VETERINAIRE DE MAISONS-ALFORT,3331245,Maisons -Alfort,2017
37,Métro,CHAUSSEE D'ANTIN-LA FAYETTE,7292728,Paris,2017
38,Métro,PORTE DE VINCENNES,7246340,Paris,2017
65,RER,PARC DE SCEAUX,576795,Antony,2017
29,Métro,CHARLES DE GAULLE-ETOILE,8181646,Paris,2018
70,Métro,GALLIENI,5841623,Bagnolet,2018
87,Métro,HOCHE,5185130,Pantin,2018
128,Métro,CHAMPS-ELYSEES-CLEMENCEAU,4113353,Paris,2018
106,Métro,ECOLE MILITAIRE,4638136,Paris,2018
247,Métro,RICHARD LENOIR,2172035,Paris,2018
289,Métro,SAINT-GEORGES,1258381,Paris,2018
285,Métro,CAMPO-FORMIO,1369978,Paris,2018
282,Métro,MIRABEAU,1422224,Paris,2018
187,Métro,ROME,2992054,Paris,2018
2,RER,GARE DE LYON-RER,38223812,Paris,2018
135,Métro,BOULOGNE-JEAN JAURES,3963135,Boulogne Billancourt,2018
144,Métro,GARIBALDI,3692242,Saint Ouen,2018
301,Métro,PRE-SAINT-GERVAIS,389255,Paris,2018
275,Métro,MOUTON-DUVERNET,1645671,Paris,2018
8,RER,CHARLES DE GAULLE-ETOILE-RER,9186375,Paris,2018
22,RER,DENFERT-ROCHEREAU-RER,4733142,Paris,2018
302,Métro,PELLEPORT,371005,Paris,2018
83,Métro,PYRAMIDES,5277037,Paris,2018
131,Métro,RAMBUTEAU,4074086,Paris,2018
201,Métro,CORVISART,2819792,Paris,2018
194,Métro,ARGENTINE,2932605,Paris,2018
50,Métro,PORTE D'ORLEANS,6669356,Paris,2018
48,Métro,SAINT-MICHEL,6713126,Paris,2018
47,Métro,LA CHAPELLE,6976673,Paris,2018
18,Métro,ESPLANADE DE LA DEFENSE,10255121,Puteaux,2018
75,Métro,GABRIEL PERI,5405121,Asnières,2018
66,RER,LA HACQUINIERE,460195,Bures sur Yvette,2018
54,RER,PALAISEAU,1061473,Palaiseau,2018
5,Métro,GARE DE L'EST,21432041,Paris,2018
38,Métro,STALINGRAD,7342659,Paris,2018
15,Métro,OPERA,11175606,Paris,2018
21,Métro,BARBES-ROCHECHOUART,9337425,Paris,2018
188,Métro,PLACE DES FETES,2987172,Paris,2018
184,Métro,COURONNES,3036984,Paris,2018
157,Métro,TOLBIAC,3451768,Paris,2018
166,Métro,MAIRIE D'IVRY,3351677,Ivry,2018
249,Métro,NOTRE-DAME-DES-CHAMPS,2146424,Paris,2018
215,Métro,WAGRAM,2565333,Paris,2018
10,RER,CITE UNIVERSITAIRE,7338836,Paris,2018
28,RER,NATION-RER,3808672,Paris,2018
59,RER,GIF-SUR-YVETTE,769431,Gif sur Yvette,2018
