Rang,Réseau,Station,Trafic,Ville,Année
153,Métro,TERNES,3329214,Paris,2019
198,Métro,LOUVRE,2633369,Paris,2019
85,Métro,CROIX DE CHAVAUX,4954717,Montreuil,2019
210,Métro,JACQUES BONSERGENT,2477876,Paris,2019
108,Métro,BASILIQUE DE SAINT-DENIS,4311590,Saint Denis,2019
171,Métro,FAIDHERBE-CHALIGNY,3032239,Paris,2019
219,Métro,PORTE D'ITALIE,2363639,Paris,2019
90,Métro,PERE LACHAISE,4724592,Paris,2019
217,Métro,PORTE DE LA CHAPELLE,2379751,Paris,2019
109,Métro,ROBESPIERRE,4221091,Montreuil,2019
175,Métro,CHARENTON-ECOLES,2984929,Charenton,2019
226,Métro,RUE DU BAC,2304665,Paris,2019
93,Métro,CHARLES MICHELS,4601730,Paris,2019
222,Métro,MAISONS-ALFORT-STADE,2330375,Maisons -Alfort,2019
111,Métro,MAIRIE D'ISSY,4096487,Issy Les Moulineaux,2019
176,Métro,BROCHANT,2984525,Paris,2019
227,Métro,LOURMEL,2301922,Paris,2019
99,Métro,ECOLE MILITAIRE,4468169,Paris,2019
224,Métro,RIQUET,2312581,Paris,2019
112,Métro,LE KREMLIN-BICETRE,4062243,Kremlin-Bicêtre,2019
179,Métro,BOBIGNY-PANTIN-RAYMOND QUENEAU,2951030,Pantin,2019
237,Métro,LA TOUR-MAUBOURG,2139593,Paris,2019
102,Métro,OBERKAMPF,4416955,Paris,2019
233,Métro,CLUNY LA SORBONNE,2232036,Paris,2019
113,Métro,JULES JOFFRIN,4034229,Paris,2019
180,Métro,PORTE DAUPHINE,2932159,Paris,2019
239,Métro,PORTE DE CHARENTON,2105924,Paris,2019
106,Métro,LAUMIERE,4325317,Paris,2019
234,Métro,MAUBERT-MUTUALITE,2226690,Paris,2019
114,Métro,SAINT-DENIS-PORTE DE PARIS,4032072,Saint Denis,2019
184,Métro,COURONNES,2897777,Paris,2019
243,Métro,MALAKOFF-RUE ETIENNE DOLET,2048140,Malakoff,2019
107,Métro,MAIRIE DE SAINT-OUEN,4314548,Saint Ouen,2019
235,Métro,GONCOURT,2192190,Paris,2019
116,Métro,ARTS ET METIERS,4011632,Paris,2019
189,Métro,PLACE MONGE,2828772,Paris,2019
251,Métro,BOISSIERE,1919511,Paris,2019
110,Métro,PORTE DE LA VILLETTE,4159555,Paris,2019
238,Métro,SAINT-MARCEL,2131369,Paris,2019
117,Métro,CHAMPS-ELYSEES-CLEMENCEAU,4006171,Paris,2019
197,Métro,IENA,2646049,Paris,2019
253,Métro,PORTE D'IVRY,1901960,Paris,2019
115,Métro,PORTE DE BAGNOLET,4020800,Paris,2019
249,Métro,BUZENVAL,1941769,Paris,2019
129,Métro,BOULOGNE-JEAN JAURES,3785458,Boulogne Billancourt,2019
199,Métro,TUILERIES,2614837,Paris,2019
259,Métro,MAISON BLANCHE,1803381,Paris,2019
132,Métro,PORTE DE SAINT-OUEN,3761155,Paris,2019
261,Métro,MAISONS-ALFORT-LES JUILLIOTTES,1779627,Maisons -Alfort,2019
131,Métro,OURCQ,3763663,Paris,2019
216,Métro,WAGRAM,2386255,Paris,2019
267,Métro,SAINT-FRANCOIS-XAVIER,1701996,Paris,2019
136,Métro,LOUISE MICHEL,3546360,Levallois-Perret,2019
262,Métro,PHILIPPE AUGUSTE,1763562,Paris,2019
145,Métro,CHEVALERET,3426306,Paris,2019
218,Métro,SIMPLON,2366858,Paris,2019
271,Métro,CARDINAL LEMOINE,1663781,Paris,2019
142,Métro,ALEXANDRE DUMAS,3439879,Paris,2019
264,Métro,FELIX FAURE,1744774,Paris,2019
147,Métro,FUNICULAIRE,3400474,Paris,2019
220,Métro,VOLONTAIRES,2362771,Paris,2019
274,Métro,FILLES DU CALVAIRE,1606192,Paris,2019
155,Métro,DUPLEIX,3221871,Paris,2019
270,Métro,SEGUR,1669348,Paris,2019
150,Métro,LES GOBELINS,3377372,Paris,2019
221,Métro,ABBESSES,2349588,Paris,2019
295,Métro,SAINT-FARGEAU,716699,Paris,2019
161,Métro,PASSY,3187985,Paris,2019
272,Métro,LIEGE,1662452,Paris,2019
157,Métro,ECOLE VETERINAIRE DE MAISONS-ALFORT,3193857,Maisons -Alfort,2019
228,Métro,SAINT-SULPICE,2287634,Paris,2019
302,Métro,PELLEPORT,329597,Paris,2019
169,Métro,CADET,3042484,Paris,2019
273,Métro,EUROPE,1618088,Paris,2019
158,Métro,TOLBIAC,3191066,Paris,2019
232,Métro,MICHEL-ANGE-MOLITOR,2247014,Paris,2019
303,Métro,EGLISE D'AUTEUIL,169939,Paris,2019
177,Métro,SAINT-AMBROISE,2977955,Paris,2019
276,Métro,MOUTON-DUVERNET,1583761,Paris,2019
160,Métro,SAINT-PHILIPPE-DU-ROULE,3187997,Paris,2019
241,Métro,SOLFERINO,2073832,Paris,2019
11,RER,CITE UNIVERSITAIRE,7531642,Paris,2019
178,Métro,JAVEL-ANDRE CITROEN,2969444,Paris,2019
278,Métro,PIERRE CURIE,1535768,Ivry,2019
162,Métro,BOUCICAUT,3152108,Paris,2019
245,Métro,VAVIN,2021987,Paris,2019
16,RER,SAINT-MICHEL-NOTRE-DAME,6226365,Paris,2019
182,Métro,PLACE DES FETES,2921564,Paris,2019
283,Métro,CAMPO-FORMIO,1335450,Paris,2019
163,Métro,BOULOGNE-PONT DE SAINT-CLOUD,3145907,Boulogne Billancourt,2019
248,Métro,SAINT-JACQUES,1954772,Paris,2019
18,RER,NEUILLY-PLAISANCE,5924171,Neuilly-sur-Seine,2019
186,Métro,CRETEIL-POINTE DU LAC,2849288,Créteil,2019
290,Métro,SAINT-GEORGES,1135274,Paris,2019
165,Métro,BILLANCOURT,3099341,Boulogne Billancourt,2019
250,Métro,JASMIN,1935764,Paris,2019
29,RER,LAPLACE,3707718,Arcueil,2019
188,Métro,VILLEJUIF-LEO LAGRANGE,2830893,Villejuif,2019
298,Métro,DANUBE,547896,Paris,2019
172,Métro,JOURDAIN,3029314,Paris,2019
252,Métro,MICHEL BIZOT,1906545,Paris,2019
34,RER,BUSSY-SAINT-GEORGES,3298143,Bussy-Saint-Georges,2019
191,Métro,CORENTIN CARIOU,2766678,Paris,2019
2,RER,GARE DE LYON-RER,37526415,Paris,2019
185,Métro,COMMERCE,2864592,Paris,2019
258,Métro,TELEGRAPHE,1823734,Paris,2019
35,RER,LA CROIX DE BERNY,3161602,Antony,2019
196,Métro,ETIENNE MARCEL,2676549,Paris,2019
5,RER,NANTERRE-PREFECTURE,26179183,Nanterre,2019
187,Métro,NOTRE-DAME-DE-LORETTE,2833104,Paris,2019
260,Métro,BREGUET-SABIN,1791352,Paris,2019
43,RER,GENTILLY,2415990,Gentilly,2019
206,Métro,LIBERTE,2532442,Charenton,2019
6,RER,VAL DE FONTENAY,14295323,Fontenay-sous-Bois,2019
190,Métro,FRONT POPULAIRE,2802852,Saint Denis / Aubervilliers,2019
268,Métro,SAINT-SEBASTIEN-FROISSART,1685816,Paris,2019
46,RER,LE PARC DE SAINT-MAUR,2216669,Saint-Maur des Fossés,2019
207,Métro,CAMBRONNE,2524418,Paris,2019
7,RER,CHARLES DE GAULLE-ETOILE-RER,9385991,Paris,2019
192,Métro,PORTE DOREE,2763236,Paris,2019
277,Métro,PONT NEUF,1546517,Paris,2019
56,RER,SAINT-REMY-LES-CHEVREUSE,899484,St-Rémy-Lès-Chevreuse,2019
208,Métro,CORVISART,2512122,Paris,2019
12,RER,RUEIL-MALMAISON,7275192,Rueil-Malmaison,2019
201,Métro,PORTE DE CHOISY,2598026,Paris,2019
281,Métro,AVENUE EMILE ZOLA,1479759,Paris,2019
64,RER,PARC DE SCEAUX,574699,Antony,2019
214,Métro,RICHARD LENOIR,2422197,Paris,2019
17,RER,MARNE-LA-VALLEE-CHESSY,6091127,Montévrain,2019
211,Métro,CARREFOUR PLEYEL,2473446,Saint Denis,2019
287,Métro,TEMPLE,1194283,Paris,2019
65,RER,COURCELLE-SUR-YVETTE,566162,Gif sur Yvette,2019
215,Métro,MALESHERBES,2406916,Paris,2019
19,RER,NOISY-CHAMPS,5614935,Champs-sur-Marne,2019
212,Métro,LE PELETIER,2451509,Paris,2019
301,Métro,PRE-SAINT-GERVAIS,386948,Paris,2019
223,Métro,RANELAGH,2314539,Paris,2019
28,RER,JOINVILLE-LE-PONT,4017431,Joinville-le-Pont,2019
213,Métro,VILLEJUIF-PAUL VAILLANT-COUTURIER,2449391,Villejuif,2019
8,RER,MASSY-PALAISEAU,9141486,Massy,2019
225,Métro,LES AGNETTES,2309419,Asnières sur Seine,2019
32,RER,CHAMPIGNY,3588881,Saint-Maur des Fossés,2019
229,Métro,LOUIS BLANC,2272326,Paris,2019
14,RER,ANTONY,6304424,Antony,2019
236,Métro,EDGAR QUINET,2142333,Paris,2019
40,RER,SUCY-BONNEUIL,2602931,Sucy-en-Brie,2019
230,Métro,CRETEIL-L'ECHAT,2253948,Créteil,2019
22,RER,VAL D'EUROPE,4656709,Serris,2019
240,Métro,EXELMANS,2102492,Paris,2019
44,RER,CHATOU-CROISSY,2332806,Chatou,2019
231,Métro,BEL AIR,2247926,Paris,2019
25,RER,TORCY,4223220,Torcy,2019
242,Métro,NOTRE-DAME-DES-CHAMPS,2051828,Paris,2019
50,RER,LES BACONNETS,1860108,Antony,2019
244,Métro,MICHEL-ANGE-AUTEUIL,2042174,Paris,2019
41,RER,BRY-SUR-MARNE,2450013,Bry-sur-Marne,2019
246,Métro,QUATRE-SEPTEMBRE,1997741,Paris,2019
57,RER,LE GUICHET,842064,Orsay,2019
247,Métro,SEVRES-LECOURBE,1957206,Paris,2019
42,RER,ORSAY-VILLE,2434752,Orsay,2019
254,Métro,RASPAIL,1887146,Paris,2019
255,Métro,TRINITE-D'ESTIENNE D'ORVES,1876512,Paris,2019
45,RER,BAGNEUX,2241461,Cachan,2019
256,Métro,AVRON,1871024,Paris,2019
257,Métro,MABILLON,1859872,Paris,2019
47,RER,ROBINSON,2158769,Sceaux,2019
263,Métro,CHATEAU-LANDON,1759434,Paris,2019
266,Métro,PONT MARIE,1733641,Paris,2019
48,RER,LE VESINET-LE PECQ,2147193,Le Vésinet,2019
265,Métro,CITE,1740572,Paris,2019
275,Métro,MONTGALLET,1596702,Paris,2019
49,RER,LA VARENNE-CHENNEVIERES,1985568,saint-Maur des Fossés,2019
269,Métro,MONCEAU,1672269,Paris,2019
280,Métro,SULLY-MORLAND,1502672,Paris,2019
51,RER,LOGNES,1680012,Lognes,2019
279,Métro,CHEMIN VERT,1527533,Paris,2019
282,Métro,MIRABEAU,1377611,Paris,2019
53,RER,FONTENAY-AUX-ROSES,1211339,Fontenay aux roses,2019
286,Métro,VARENNE,1241311,Paris,2019
284,Métro,PICPUS,1302314,Paris,2019
60,RER,FONTAINE-MICHALON,731635,Antony,2019
291,Métro,ASSEMBLEE NATIONALE,1063551,Paris,2019
285,Métro,KLEBER,1253324,Paris,2019
62,RER,BURES-SUR-YVETTE,653313,Bures sur Yvette,2019
296,Métro,CHARDON-LAGACHE,692665,Paris,2019
288,Métro,RENNES,1181641,Paris,2019
63,RER,MASSY-VERRIERES,607314,Massy,2019
297,Métro,PORTE D'AUTEUIL,622094,Paris,2019
289,Métro,QUAI DE LA RAPEE,1155002,Paris,2019
66,RER,LA HACQUINIERE,419294,Bures sur Yvette,2019
300,Métro,BUTTES-CHAUMONT,545750,Paris,2019
292,Métro,VANEAU,1028480,Paris,2019
3,RER,LA DEFENSE-RER,34129971,Puteaux,2019
293,Métro,BOTZARIS,993450,Paris,2019
13,RER,AUBER,6578583,Paris,2019
294,Métro,FALGUIERE,881763,Paris,2019
20,RER,DENFERT-ROCHEREAU-RER,4898356,Paris,2019
299,Métro,BOLIVAR,546780,Paris,2019
21,RER,SAINT-GERMAIN-EN-LAYE,4826408,Saint-Germain-en-Laye,2019
1,RER,GARE DU NORD-RER,47417703,Paris,2019
23,RER,BOURG-LA-REINE,4446499,Bourg la Reine,2019
4,RER,CHATELET-LES HALLES-RER,33581162,Paris,2019
24,RER,NANTERRE-VILLE,4228110,Nanterre,2019
9,RER,VINCENNES,7932117,Vincennes,2019
27,RER,NATION-RER,4138889,Paris,2019
10,RER,NOISY-LE-GRAND-MONT D'EST,7609131,Noisy-le-Grand,2019
30,RER,ARCUEIL-CACHAN,3634116,Arcueil,2019
15,RER,LUXEMBOURG,6246164,Paris,2019
31,RER,SAINT-MAUR-CRETEIL,3632233,Saint-Maur des Fossés,2019
26,RER,NANTERRE-UNIVERSITE,4140214,Nanterre,2019
37,RER,BOISSY-SAINT-LEGER,2837635,Boissy-Saint-Léger,2019
33,RER,PORT ROYAL,3479339,Paris,2019
38,RER,NOGENT-SUR-MARNE,2835775,Nogent-sur-Marne,2019
36,RER,NOISIEL,3016034,Noisiel,2019
39,RER,FONTENAY-SOUS-BOIS,2740285,Fontenay-sous-Bois,2019
59,RER,SCEAUX,732895,sceaux,2019
52,RER,LE VESINET-CENTRE,1380169,Le Vésinet,2019
54,RER,PALAISEAU,1046766,Palaiseau,2019
55,RER,PALAISEAU-VILLEBON,910971,Palaiseau,2019
58,RER,LOZERE,778724,Palaiseau,2019
61,RER,GIF-SUR-YVETTE,669555,Gif sur Yvette,2019
3,Métro,GARE DE LYON,22232810,Paris,2020
5,Métro,GARE DE L'EST,11715190,Paris,2020
7,Métro,LA DEFENSE,8616589,Puteaux,2020
9,Métro,REPUBLIQUE,6988692,Paris,2020
12,Métro,BELLEVILLE,5680933,Paris,2020
30,Métro,REUILLY-DIDEROT,3860750,Paris,2020
34,Métro,CHATEAU DE VINCENNES,3735738,Vincennes,2020
4,Métro,MONTPARNASSE-BIENVENUE,13783944,Paris,2020
35,Métro,PALAIS-ROYAL,3678654,Paris,2020
14,Métro,PLACE D'ITALIE,5031748,Paris,2020
36,Métro,PONT DE NEUILLY,3678074,Neuilly Sur Seine,2020
17,Métro,PORTE DE VINCENNES,4840436,Paris,2020
42,Métro,SAINT-MANDE-TOURELLE,3487584,Saint Mandé,2020
19,Métro,CHATEAU ROUGE,4761367,Paris,2020
43,Métro,MAIRIE DE MONTROUGE,3456791,Montrouge,2020
23,Métro,GARE D'AUSTERLITZ,4638836,Paris,2020
47,Métro,MAIRIE DE CLICHY,3316323,Clichy,2020
24,Métro,ESPLANADE DE LA DEFENSE,4488878,Puteaux,2020
52,Métro,MARCADET-POISSONNIERS,3169019,Paris,2020
25,Métro,MADELEINE,4297547,Paris,2020
54,Métro,JAURES,3148221,Paris,2020
32,Métro,PORTE MAILLOT,3784418,Paris,2020
55,Métro,PYRAMIDES,3048580,Paris,2020
51,Métro,BERCY,3189247,Paris,2020
61,Métro,COUR SAINT-EMILION,2792734,Paris,2020
56,Métro,LES SABLONS,2965575,Neuilly Sur Seine,2020
66,Métro,INVALIDES,2678838,Paris,2020
67,Métro,CONVENTION,2674415,Paris,2020
13,Métro,HOTEL DE VILLE,5673100,Paris,2020
69,Métro,PONT DE SEVRES,2651763,Boulogne Billancourt,2020
71,Métro,BALARD,2643639,Paris,2020
18,Métro,MAIRIE DE MONTREUIL,4764601,Montreuil,2020
70,Métro,BIR-HAKEIM,2644407,Paris,2020
85,Métro,SAINT-MICHEL,2481981,Paris,2020
20,Métro,BOBIGNY-PABLO PICASSO,4752569,Bobigny,2020
72,Métro,SAINT-DENIS-UNIVERSITE,2626602,Saint Denis,2020
87,Métro,PORTE DE VANVES,2460078,Paris,2020
21,Métro,OLYMPIADES,4717069,Paris,2020
77,Métro,HOCHE,2616315,Pantin,2020
90,Métro,SEVRES-BABYLONE,2441636,Paris,2020
27,Métro,AUBERVILLIERS-PANTIN-QUATRE CHEMINS,4131018,Aubervilliers,2020
80,Métro,PORTE DE SAINT-CLOUD,2576290,Paris,2020
92,Métro,PONT DE LEVALLOIS-BECON,2404120,Levallois-Perret,2020
29,Métro,HAVRE-CAUMARTIN,3899956,Paris,2020
83,Métro,PERE LACHAISE,2503028,Paris,2020
98,Métro,FORT D'AUBERVILLIERS,2328764,Aubervilliers,2020
38,Métro,TROCADERO,3618422,Paris,2020
91,Métro,ODEON,2412888,Paris,2020
99,Métro,RICHELIEU-DROUOT,2313492,Paris,2020
39,Métro,LA COURNEUVE-8 MAI 1945,3611264,La Courneuve,2020
94,Métro,COLONEL FABIEN,2378863,Paris,2020
108,Métro,CHARLES MICHELS,2198392,Paris,2020
48,Métro,PORTE D'ORLEANS,3314496,Paris,2020
102,Métro,PORTE DE BAGNOLET,2244934,Paris,2020
110,Métro,GLACIERE,2184910,Paris,2020
49,Métro,GAMBETTA,3310515,Paris,2020
103,Métro,LE KREMLIN-BICETRE,2244686,Kremlin-Bicêtre,2020
111,Métro,MENILMONTANT,2171543,Paris,2020
58,Métro,GEORGE V,2871038,Paris,2020
116,Métro,MAIRIE D'ISSY,2083392,Issy Les Moulineaux,2020
112,Métro,EGLISE DE PANTIN,2139986,Pantin,2020
59,Métro,MARCEL SEMBAT,2845520,Boulogne Billancourt,2020
124,Métro,DUROC,1972711,Paris,2020
113,Métro,LA MUETTE,2114924,Paris,2020
63,Métro,DAUMESNIL,2723508,Paris,2020
126,Métro,CHEVALERET,1923876,Paris,2020
117,Métro,CHATEAU D'EAU,2069680,Paris,2020
6,Métro,BIBLIOTHEQUE,10002396,Paris,2020
82,Métro,MAIRIE DES LILAS,2563685,Les Lilas,2020
132,Métro,GONCOURT,1829817,Paris,2020
122,Métro,VICTOR HUGO,1991304,Paris,2020
11,Métro,CHATELET,6030558,Paris,2020
84,Métro,PIGALLE,2496923,Paris,2020
134,Métro,CHARONNE,1815517,Paris,2020
127,Métro,JUSSIEU,1891986,Paris,2020
15,Métro,PORTE DE CLIGNANCOURT,4902116,Paris,2020
88,Métro,ANVERS,2450333,Paris,2020
144,Métro,SAINT-GERMAIN DES PRES,1712923,Paris,2020
129,Métro,ALEXANDRE DUMAS,1849785,Paris,2020
16,Métro,NATION,4860619,Paris,2020
89,Métro,PORTE DE VERSAILLES,2449859,Paris,2020
146,Métro,TERNES,1703632,Paris,2020
135,Métro,ECOLE VETERINAIRE DE MAISONS-ALFORT,1808155,Maisons -Alfort,2020
22,Métro,FRANKLIN D. ROOSEVELT,4691237,Paris,2020
96,Métro,PORTE DE CLICHY,2352078,Paris,2020
151,Métro,JOURDAIN,1683473,Paris,2020
1,Métro,SAINT-LAZARE,26904975,Paris,2020
138,Métro,CORENTIN CELTON,1774654,Issy Les Moulineaux,2020
26,Métro,STRASBOURG-SAINT-DENIS,4275630,Paris,2020
105,Métro,SAINT-DENIS-PORTE DE PARIS,2236506,Saint Denis,2020
176,Métro,PARMENTIER,1499805,Paris,2020
2,Métro,GARE DU NORD,25381876,Paris,2020
141,Métro,BOUCICAUT,1734347,Paris,2020
31,Métro,LA CHAPELLE,3825879,Paris,2020
109,Métro,LES COURTILLES,2194218,Asnières sur Seine,2020
195,Métro,SAINT-MAUR,1331250,Paris,2020
8,Métro,LES HALLES,8019633,Paris,2020
149,Métro,POISSONNIERE,1686977,Paris,2020
33,Métro,CHATILLON-MONTROUGE,3738453,Chatillon,2020
123,Métro,PORTE DE LA VILLETTE,1981878,Paris,2020
199,Métro,LAMARCK-CAULAINCOURT,1283881,Paris,2020
10,Métro,BASTILLE,6084635,Paris,2020
156,Métro,LEDRU-ROLLIN,1636428,Paris,2020
40,Métro,BARBES-ROCHECHOUART,3530780,Paris,2020
133,Métro,DENFERT-ROCHEREAU,1818730,Paris,2020
204,Métro,CADET,1240692,Paris,2020
28,Métro,VILLEJUIF-LOUIS ARAGON,4029467,Villejuif,2020
158,Métro,PLACE DES FETES,1620143,Paris,2020
41,Métro,OPERA,3519216,Paris,2020
139,Métro,LOUISE MICHEL,1735982,Levallois-Perret,2020
212,Métro,SAINT-MARCEL,1211679,Paris,2020
37,Métro,PLACE CLICHY,3643247,Paris,2020
166,Métro,FAIDHERBE-CHALIGNY,1570746,Paris,2020
45,Métro,SAINT-PAUL,3357660,Paris,2020
157,Métro,COURONNES,1623475,Paris,2020
213,Métro,CRETEIL-L'ECHAT,1209224,Créteil,2020
44,Métro,LA MOTTE-PICQUET-GRENELLE,3428458,Paris,2020
173,Métro,BILLANCOURT,1525990,Boulogne Billancourt,2020
53,Métro,CHARLES DE GAULLE-ETOILE,3152200,Paris,2020
163,Métro,MALAKOFF-PLATEAU DE VANVES,1581749,Malakoff,2020
223,Métro,NOTRE-DAME-DE-LORETTE,1176983,Paris,2020
46,Métro,STALINGRAD,3336898,Paris,2020
174,Métro,FRONT POPULAIRE,1525242,Saint Denis / Aubervilliers,2020
60,Métro,CROIX DE CHAVAUX,2839164,Montreuil,2020
165,Métro,PORTE DE CHAMPERRET,1576691,Paris,2020
228,Métro,PORTE DE CHARENTON,1146232,Paris,2020
50,Métro,CHAUSSEE D'ANTIN-LA FAYETTE,3299036,Paris,2020
175,Métro,VILLEJUIF-LEO LAGRANGE,1500000,Villejuif,2020
65,Métro,CRIMEE,2688758,Paris,2020
168,Métro,SAINT-AUGUSTIN,1563979,Paris,2020
236,Métro,EXELMANS,1055609,Paris,2020
57,Métro,GALLIENI,2893664,Bagnolet,2020
178,Métro,TOLBIAC,1496862,Paris,2020
68,Métro,GABRIEL PERI,2667469,Asnières,2020
171,Métro,SAINT-AMBROISE,1544174,Paris,2020
240,Métro,EDGAR QUINET,1011168,Paris,2020
62,Métro,CRETEIL-PREFECTURE,2778189,Créteil,2020
179,Métro,PORTE DAUPHINE,1460742,Paris,2020
73,Métro,PASTEUR,2625552,Paris,2020
185,Métro,PERNETY,1395770,Paris,2020
243,Métro,BREGUET-SABIN,1003059,Paris,2020
64,Métro,REAUMUR-SEBASTOPOL,2718817,Paris,2020
181,Métro,ROME,1435310,Paris,2020
74,Métro,MIROMESNIL,2618473,Paris,2020
186,Métro,MAISONS-ALFORT-STADE,1393467,Maisons -Alfort,2020
245,Métro,LA TOUR-MAUBOURG,965136,Paris,2020
78,Métro,GRANDS BOULEVARDS,2608284,Paris,2020
182,Métro,PORTE DOREE,1428784,Paris,2020
75,Métro,CONCORDE,2617251,Paris,2020
187,Métro,RAMBUTEAU,1389112,Paris,2020
250,Métro,SOLFERINO,923536,Paris,2020
81,Métro,VOLTAIRE,2572383,Paris,2020
192,Métro,NATIONALE,1360198,Paris,2020
76,Métro,BASILIQUE DE SAINT-DENIS,2616421,Saint Denis,2020
188,Métro,RUE DES BOULETS,1383972,Paris,2020
255,Métro,MAISONS-ALFORT-LES JUILLIOTTES,905627,Maisons -Alfort,2020
93,Métro,PORTE DE MONTREUIL,2383093,Paris,2020
198,Métro,MARAICHERS,1316167,Paris,2020
79,Métro,PLAISANCE,2590236,Paris,2020
190,Métro,PASSY,1380218,Paris,2020
265,Métro,SAINT-SEBASTIEN-FROISSART,816381,Paris,2020
100,Métro,ROBESPIERRE,2281953,Montreuil,2020
203,Métro,ETIENNE MARCEL,1254829,Paris,2020
86,Métro,OBERKAMPF,2462989,Paris,2020
193,Métro,SAINT-PHILIPPE-DU-ROULE,1353374,Paris,2020
266,Métro,SAINT-FRANCOIS-XAVIER,812792,Paris,2020
101,Métro,BONNE NOUVELLE,2254643,Paris,2020
205,Métro,TUILERIES,1239066,Paris,2020
95,Métro,MAIRIE DE SAINT-OUEN,2373142,Saint Ouen,2020
197,Métro,LOUVRE,1328080,Paris,2020
272,Métro,EUROPE,769896,Paris,2020
104,Métro,VILLIERS,2244643,Paris,2020
207,Métro,WAGRAM,1231276,Paris,2020
97,Métro,PORTE DE PANTIN,2336476,Paris,2020
200,Métro,LES AGNETTES,1283180,Asnières sur Seine,2020
273,Métro,SULLY-MORLAND,767233,Paris,2020
106,Métro,PEREIRE,2221107,Paris,2020
209,Métro,LOUIS BLANC,1226441,Paris,2020
115,Métro,LAUMIERE,2107812,Paris,2020
201,Métro,PORTE DE LA CHAPELLE,1276901,Paris,2020
285,Métro,PICPUS,595063,Paris,2020
107,Métro,ALESIA,2204961,Paris,2020
210,Métro,RIQUET,1226397,Paris,2020
118,Métro,OURCQ,2064168,Paris,2020
202,Métro,PLACE MONGE,1269871,Paris,2020
295,Métro,SAINT-FARGEAU,339164,Paris,2020
114,Métro,BERAULT,2112213,Vincennes,2020
214,Métro,GAITE,1205958,Paris,2020
119,Métro,PORTE DE SAINT-OUEN,2060676,Paris,2020
208,Métro,BROCHANT,1227003,Paris,2020
10,RER,CHARLES DE GAULLE-ETOILE-RER,4070214,Paris,2020
121,Métro,BOULOGNE-JEAN JAURES,2016202,Boulogne Billancourt,2020
219,Métro,LIBERTE,1195690,Charenton,2020
120,Métro,PORTE DES LILAS,2021179,Paris,2020
215,Métro,CARREFOUR PLEYEL,1205747,Saint Denis,2020
11,RER,AUBER,3956779,Paris,2020
128,Métro,ECOLE MILITAIRE,1863016,Paris,2020
222,Métro,MICHEL-ANGE-MOLITOR,1180095,Paris,2020
125,Métro,CRETEIL-UNIVERSITE,1935234,Créteil,2020
226,Métro,CORVISART,1157408,Paris,2020
14,RER,RUEIL-MALMAISON,3408182,Rueil-Malmaison,2020
140,Métro,CHAMPS-ELYSEES-CLEMENCEAU,1735350,Paris,2020
224,Métro,BEL AIR,1168869,Paris,2020
130,Métro,ARTS ET METIERS,1844332,Paris,2020
233,Métro,IENA,1093805,Paris,2020
20,RER,SAINT-GERMAIN-EN-LAYE,2644464,Saint-Germain-en-Laye,2020
143,Métro,BOBIGNY-PANTIN-RAYMOND QUENEAU,1726493,Pantin,2020
235,Métro,PORTE D'IVRY,1055770,Paris,2020
131,Métro,DUPLEIX,1839499,Paris,2020
241,Métro,VAVIN,1009201,Paris,2020
22,RER,TORCY,2448031,Torcy,2020
148,Métro,GARIBALDI,1697555,Saint Ouen,2020
237,Métro,MALAKOFF-RUE ETIENNE DOLET,1054998,Malakoff,2020
136,Métro,JULES JOFFRIN,1806947,Paris,2020
247,Métro,QUATRE-SEPTEMBRE,938821,Paris,2020
24,RER,DENFERT-ROCHEREAU-RER,2351759,Paris,2020
150,Métro,CRETEIL-POINTE DU LAC,1684557,Créteil,2020
242,Métro,CHATEAU-LANDON,1009087,Paris,2020
137,Métro,MAIRIE D'IVRY,1800848,Ivry,2020
251,Métro,SEVRES-LECOURBE,923347,Paris,2020
27,RER,CHAMPIGNY,2209619,Saint-Maur des Fossés,2020
153,Métro,SAINT-PLACIDE,1673383,Paris,2020
244,Métro,NOTRE-DAME-DES-CHAMPS,996587,Paris,2020
142,Métro,LES GOBELINS,1733427,Paris,2020
260,Métro,ABBESSES,854658,Paris,2020
29,RER,SAINT-MAUR-CRETEIL,2151064,Saint-Maur des Fossés,2020
155,Métro,CHARENTON-ECOLES,1654160,Charenton,2020
248,Métro,PHILIPPE AUGUSTE,925913,Paris,2020
145,Métro,VAUGIRARD,1709593,Paris,2020
264,Métro,AVENUE EMILE ZOLA,823178,Paris,2020
40,RER,SUCY-BONNEUIL,1546784,Sucy-en-Brie,2020
160,Métro,ARGENTINE,1603575,Paris,2020
252,Métro,RUE DU BAC,916367,Paris,2020
147,Métro,RUE DE LA POMPE,1700312,Paris,2020
267,Métro,MONTGALLET,804190,Paris,2020
45,RER,LE PARC DE SAINT-MAUR,1240624,Saint-Maur des Fossés,2020
164,Métro,SIMPLON,1576778,Paris,2020
254,Métro,MICHEL BIZOT,910938,Paris,2020
152,Métro,BLANCHE,1680852,Paris,2020
269,Métro,FILLES DU CALVAIRE,784137,Paris,2020
47,RER,LA VARENNE-CHENNEVIERES,1209310,saint-Maur des Fossés,2020
167,Métro,CAMBRONNE,1567953,Paris,2020
261,Métro,FUNICULAIRE,843984,Paris,2020
154,Métro,ANATOLE FRANCE,1668656,Levallois-Perret,2020
274,Métro,TRINITE-D'ESTIENNE D'ORVES,757661,Paris,2020
56,RER,PALAISEAU-VILLEBON,444921,Palaiseau,2020
